Id,"bikes"
1,0.919220211197
2,1.19781029146
3,8.81674285754
4,4.30248736492
5,2.25902560038
6,10.9127864213
7,3.36227261086
8,5.19782871923
9,1.34769141739
10,3.15754401726
11,6.51737333093
12,8.07230153912
13,1.70581356386
14,6.61762187168
15,5.62947698799
16,0.1688804647
17,1.82239029766
18,0.522806638642
19,9.02419281665
20,0.291918839483
21,7.96071183927
22,2.41684297431
23,2.02020155322
24,2.61521744277
25,1.70853492936
26,12.9177289112
27,0.842409510496
28,3.67371138618
29,4.89999677145
30,0.248412530909
31,-0.538180821751
32,2.69894548151
33,1.15555074137
34,4.53462192256
35,2.92042242565
36,5.61170972748
37,7.0548203873
38,2.02167616024
39,3.75868618341
40,3.59293256149
41,0.286931805523
42,2.49217906799
43,5.47880480062
44,5.09032747607
45,5.56230499083
46,1.3504127829
47,4.64677483531
48,6.96757992162
49,4.34350015651
50,3.27854457212
51,6.18665714851
52,3.47986825462
53,1.5517364654
54,2.49217906799
55,3.90833946081
56,3.32250657775
57,0.448489454921
58,5.44402580148
59,3.98957398257
60,2.06642922731
61,2.09493432311
62,12.5581321577
63,4.34917073606
64,18.8393099714
65,1.03500588357
66,-0.222546073895
67,4.48509685324
68,-1.99580970323
69,2.69100923351
70,2.36573578211
71,11.8491405672
72,13.9116518903
73,17.3023768722
74,0.601319794889
75,6.82540719516
76,2.45264088341
77,3.79743330655
78,4.61097692621
79,6.78223625096
80,-0.0609884244975
81,1.39267233298
82,5.68976718667
83,1.3093999913
84,13.1192804422
85,0.960460851319
86,6.7873436176
87,2.48775524693
88,-0.222546073895
89,2.10052468086
90,8.10616914415
91,14.4492548189
92,15.0042412873
93,8.85174970521
94,16.2636032161
95,6.7145010409
96,2.81575006384
97,6.28081495222
98,6.55861397105
99,16.6713579478
100,0.830840502876
101,0.562116974689
102,12.9160264557
103,6.96938989302
104,18.6983840034
105,13.7319560765
106,4.21751256769
107,5.60138747835
108,4.65244541486
109,11.8948050284
110,9.0511786232
111,17.1060402237
112,13.3347741652
113,14.4514849478
114,8.12873112965
115,5.72658400574
116,21.1788164351
117,4.16280815543
118,7.97216051421
119,19.143518767
120,4.60227233951
121,3.03994837349
122,7.38599226677
123,6.30742985484
124,7.83075612645
125,8.31112558627
126,5.32597446066
127,8.41118181806
128,2.17405080315
129,3.1194804397
130,4.46155149733
131,8.48402439476
132,12.1723761987
133,8.8643376228
134,8.38623383143
135,2.96687794826
136,10.3365922418
137,4.69470496494
138,2.33708305957
139,1.78682023708
140,8.97547162558
141,-0.695434982775
142,4.38303834109
143,3.94561197694
144,7.87868625609
145,10.2773209531
146,8.54257659834
147,7.17729554918
148,6.82484398226
149,3.12991020468
150,8.06787771806
151,-0.106988250052
152,8.24428895349
153,0.679605102608
154,17.4532996309
155,7.40749980275
156,11.7718741694
157,4.65890705584
158,12.1637919447
159,0.443502420961
160,12.2810522241
161,-0.26480562398
162,0.293045265292
163,9.23977133272
164,9.45073371876
165,4.37657670011
166,21.2227784407
167,1.66729428924
168,1.07034809562
169,17.7261116157
170,8.73540081994
171,16.1333121389
172,11.2523147063
173,3.71347741929
174,15.6725554506
175,17.9523477453
176,18.4265909285
177,2.69531272188
178,5.45842369046
179,0.489502246516
180,10.4296108028
181,0.918201301235
182,1.30815323281
183,7.56010229419
184,2.13428477005
185,3.62873047059
186,2.87747932998
187,0.443502420961
188,8.71547540683
189,1.07182270264
190,3.78530108603
